nome_logradouro
1Tr Frei Damiao
Rua  Taua
Rua  Tejucupapo
Rua  Tijucal
Rua  Tucunare
Rua  Vicente Amorim
Rua  Virgilio Oliveira
Rua  Volta Grande
Rua Almirante Tamandare
Rua Arquiteto Fernando Almeida
Rua Barao Contendas
Rua Barao Grajau
Rua Barao Itamaraca
Rua Barao Souza Leao
Rua Capitao Paulo Teixeira
Rua Capitao Ponciano
Rua Conego Lira
Rua Cons Peretti
Rua Des Gois Cavalcante
Rua Des Joao Paes
Rua Dona Benvinda
Rua Dr Eneas De Lucena
Rua Dr Otavio De Moraes Vasconcelos
Rua Dr Pedro De Mello Cahu
Rua Dr Severino Jatoba
Rua Engenheiro Jose Apolinario
Rua Engenheiro Nestor Moreira Reis
Rua Engenheiro Oscar Ferreira
Rua Engenheiro Otavio Arantes
Rua Exp Francisco Vitoriano
Rua Jornalista Calinicio Ramos Da Silva
Rua Jornalista Edmundo Bitencourt
Rua Major Armando De Souza Mello
Rua Marques Valenca
Rua Ns Gloria
Rua Padre Giordano
Rua Professor Ageu Magalhaes
Rua Professor Jose Calazans
Rua Professor Yves Maupeau
Rua Professora Catulo Da Paixao Cearense
Rua Santa Margarida
Rua Senador Soares Meireles
Rua Tenente Guimaraes
Rua Tenente Portela
Rua Visconde Barbacena
Rua Visconde Garrett
1Tr Santa Lucia
Av  Caxanga
Av  Dezessete De Agosto
Av  Flor De Santana
Av  Garota De Ipanema
Av  Inacio De Barros Barreto
Av  Joao Cabral De M. Neto
Av  Luiz Antonio De Araujo
Av  Mario Alvares Pereira De Lyra
Av  Monaco
Av  Oliveira Lima
Av  Othon Bezerra De Melo
Av  Parnamirim
Av  Pernambuco
Av  Recuperacao
Av  Rio Morno
Av  Saudade
Av  Tancredo Neves
Av  Vinte De Janeiro
Av Des Jose Neves
Av Des Nestor Diogenes De Mello
Av Dona Alice Montenegro Lessa
Av Dr Malaquias
Av Marechal Mascarenhas De Moraes
Av Presidente Kennedy
Av Presidente Medici
Av Professor Estevao Francisco Da Costa
Av Senador Robert Kennedy
Av Vereador Otacilio Azevedo
Lgo  Encanta Moca
Prc  Abelardo Baltar
Prc  Miguel De Cervantes
Prc Dom Vital
Pte  Pedro Allain
Rod  Br Cento E Um
Rua  Abel De Sa Bezerra Cavalcanti
Rua  Abelardo
Rua  Abraham Lincoln
Rua  Aderbal De Melo
Rua  Afonso Celso
Rua  Afonso De Albuquerque Melo
Rua  Agricolandia
Rua  Aguas Belas
Rua  Alberto Paiva
Rua  Aldemar Da Costa Almeida
Rua  Alexandre De Carvalho
Rua  Alexandre Rodrigues Ferreira
Rua  Alfredo Becker
Rua  Alto Da Serrinha
Rua  Alto Da Telha
Rua  Alto Do Benjamim
Rua  Alto Do Reservatorio
Rua  Alto Jose Bonifacio
Rua  Alvares De Azevedo
Rua  Alvaro Macedo
Rua  Amador Araujo
Rua  Ana Camelo Da Silva
Rua  Ana Dias
Rua  Angustura
Rua  Antonio Carlos
Rua  Antonio Curado
Rua  Antonio De Padua M Fernandes
Rua  Antonio Valdevino Costa
Rua  Apipucos
Rua  Arabaiana
Rua  Araguacui
Rua  Arsenio Calaca
Rua  Artur Bernardes
Rua  Artur Orlando
Rua  Augusto Dos Anjos
Rua  Austro Costa
Rua  Azeredo Coutinho
Rua  Bahia
Rua  Bartolomeu De Gusmao
Rua  Bela Cruz
Rua  Bem Te Vi
Rua  Bernardim Ribeiro
Rua  Bernardino Alves Maia
Rua  Bernardo Gabriel
Rua  Betania
Rua  Bianor De Medeiros
Rua  Bom Jesus
Rua  Bom Pastor
Rua  Brazopolis
Rua  Bruno Maia
Rua  Carlos Alberto Barbosa
Rua  Carlos Borromeu
Rua  Carneiro Pessoa
Rua  Carneiro Vilela
Rua  Caruaru
Rua  Casa Branca
Rua  Casa Forte
Rua  Castro Alves
Rua  Chacon
Rua  Cinema
Rua  Contendas
Rua  Costa Gomes
Rua  Costa Maia
Rua  Couto Soares
Rua  Crisalia
Rua  Crominia
Rua  Daniel Antonio Rodrigues
Rua  Deolindo Tavares
Rua  Dezesseis De Outubro
Rua  Dianopolis
Rua  Dois De Fevereiro
Rua  Domingos Jose Martins
Rua  Domingos Savio
Rua  Edson Alvares
Rua  Eduardo De Carvalho
Rua  Eladio Camboim
Rua  Eliezer Olimpio De Moura
Rua  Emiliano Braga
Rua  Eneas Jorge De Andrade
Rua  Engenho Cangaca
Rua  Engenho Matapagipe
Rua  Engenho Novo
Rua  Engenho Taquara
Rua  Ernesto De Paula Santos
Rua  Evaristo Carneiro Leao
Rua  Fabinho
Rua  Feira Nova
Rua  Fernando Cesar
Rua  Fernao Lopes
Rua  Ferreira Lopes
Rua  Flores Da Cunha
Rua  Floriano Peixoto
Rua  Francisco Correia De Araujo
Rua  Francisco Paulo Dos Santos
Rua  Frederico
Rua  Gil Carneiro Da Cunha
Rua  Gomes De Matos Junior
Rua  Gomes Pacheco
Rua  Goncalves De Magalhaes
Rua  Guanambi
Rua  Guilherme Pinto
Rua  Guimaraes Peixoto
Rua  Gustavo De Sa Barreto
Rua  Henriqueta Torreiro
Rua  Hercilia De Medeiros
Rua  Ibimirim
Rua  Ildefonso Lopes
Rua  Imperial
Rua  Inacio Galvao Dos Santos
Rua  Irene Ramos Gomes De Mattos
Rua  Isaac Buril
Rua  Itajai
Rua  Itapecirica
Rua  Itapemirim
Rua  Izabel De Souza
Rua  Jader De Andrade
Rua  Jaguaribe
Rua  Jasmim
Rua  Jayme Loyo
Rua  Jequitiba
Rua  Jeronimo Heraclito
Rua  Joao Barbalho
Rua  Joao Borba Carvalho Filho
Rua  Joao Liberato
Rua  Joao Lira
Rua  Joao Paulo Ii
Rua  Joao Ramalho
Rua  Joao Teixeira
Rua  Joaquim Amaral Cardoso
Rua  Joaquim Tavora
Rua  Joraci Camargo
Rua  Jose D'Emery Carneiro
